,Join_Count_x,TARGET_FID,buildingP,Shape_Length_x,Shape_Area_x,grid_code,Count,Shape_Length_y,Shape_Area_y
36,0,37,,0.5219409520000227,0.01701232744744782,83313,0,0.5219409520000227,0.01701232744744782
37,140,38,46546.9296875,0.5219409520000227,0.01701232744744782,100975,0,0.5219409520000227,0.01701232744744782
38,12913,39,1225326.25,0.5219409500000438,0.017012327313213015,99481,0,0.5219409500000438,0.017012327313213015
39,26731,40,3149210.5,0.5219409520000227,0.01701232744744782,55491,0,0.5219409520000227,0.01701232744744782
40,104858,41,15478091.0,0.5219409520000227,0.01701232744744782,13908,0,0.5219409520000227,0.01701232744744782
41,111495,42,15002149.0,0.5219409500000438,0.017012327313213015,6645,0,0.5219409500000438,0.017012327313213015
42,36621,43,2579581.5,0.5219409520000227,0.01701232744744782,51582,0,0.5219409520000227,0.01701232744744782
43,49,44,47576.40234375,0.5219409520000227,0.01701232744744782,7075,0,0.5219409520000227,0.01701232744744782
44,1,45,112214.515625,0.5219409500000438,0.017012327313213015,0,0,0.5219409500000438,0.017012327313213015
45,0,46,,0.5219409520000227,0.01701232744744782,57628,0,0.5219409520000227,0.01701232744744782
46,0,47,,0.5219409520000227,0.01701232744744782,62530,0,0.5219409520000227,0.01701232744744782
47,2940,48,848193.375,0.5219409500000438,0.017012327313213015,121275,0,0.5219409500000438,0.017012327313213015
48,13532,49,1640996.875,0.5219409520000227,0.01701232744744782,107685,0,0.5219409520000227,0.01701232744744782
49,19747,50,2656427.25,0.5219409520000227,0.01701232744744782,33490,0,0.5219409520000227,0.01701232744744782
50,24834,51,1853035.25,0.5219409500000438,0.017012327313213015,7359,0,0.5219409500000438,0.017012327313213015
51,608,52,424835.125,0.5219409520000227,0.01701232744744782,0,0,0.5219409520000227,0.01701232744744782
52,550,53,182432.3125,0.5219409520000227,0.01701232744744782,10982,0,0.5219409520000227,0.01701232744744782
53,1,54,,0.5219409500000438,0.017012327313213015,0,0,0.5219409500000438,0.017012327313213015
54,0,55,,0.521940951999909,0.017012327447440613,111136,0,0.521940951999909,0.017012327447440613
55,0,56,,0.521940951999909,0.017012327447440613,147868,0,0.521940951999909,0.017012327447440613
56,0,57,,0.5219409499999301,0.01701232731320581,145309,0,0.5219409499999301,0.01701232731320581
57,219,58,171449.984375,0.521940951999909,0.017012327447440613,46359,0,0.521940951999909,0.017012327447440613
58,0,59,,0.521940951999909,0.017012327447440613,8053,0,0.521940951999909,0.017012327447440613
59,1,60,52182.58203125,0.5219409499999301,0.01701232731320581,68154,0,0.5219409499999301,0.01701232731320581
60,7,61,241585.1875,0.521940951999909,0.017012327447440613,117771,0,0.521940951999909,0.017012327447440613
61,29,62,119133.2421875,0.521940951999909,0.017012327447440613,121804,0,0.521940951999909,0.017012327447440613
62,114,63,59485.27734375,0.5219409499999301,0.01701232731320581,6414,0,0.5219409499999301,0.01701232731320581
63,0,64,,0.5219409520000227,0.01701232744744782,138706,0,0.5219409520000227,0.01701232744744782
64,0,65,,0.5219409520000227,0.01701232744744782,133845,0,0.5219409520000227,0.01701232744744782
65,0,66,,0.5219409500000438,0.017012327313213015,54581,0,0.5219409500000438,0.017012327313213015
66,101,67,79603.7265625,0.5219409520000227,0.01701232744744782,55301,0,0.5219409520000227,0.01701232744744782
67,4560,68,550364.0625,0.5219409520000227,0.01701232744744782,135387,0,0.5219409520000227,0.01701232744744782
68,2227,69,364812.96875,0.5219409500000438,0.017012327313213015,87104,0,0.5219409500000438,0.017012327313213015
69,1,70,15908.220703125,0.5219409520000227,0.01701232744744782,32505,0,0.5219409520000227,0.01701232744744782
70,0,71,,0.5219409520000227,0.01701232744744782,66782,0,0.5219409520000227,0.01701232744744782
71,0,72,,0.5219409500000438,0.017012327313213015,21003,0,0.5219409500000438,0.017012327313213015
72,0,73,,0.5219409520000227,0.01701232744744782,6082,0,0.5219409520000227,0.01701232744744782
73,0,74,,0.5219409520000227,0.01701232744744782,61493,0,0.5219409520000227,0.01701232744744782
74,0,75,,0.5219409500000438,0.017012327313213015,64904,0,0.5219409500000438,0.017012327313213015
75,31,76,115758.703125,0.5219409520000227,0.01701232744744782,100873,0,0.5219409520000227,0.01701232744744782
76,0,77,,0.5219409520000227,0.01701232744744782,72235,0,0.5219409520000227,0.01701232744744782
77,0,78,,0.5219409500000438,0.017012327313213015,135967,0,0.5219409500000438,0.017012327313213015
78,0,79,,0.5219409520000227,0.01701232744744782,166722,0,0.5219409520000227,0.01701232744744782
79,0,80,,0.5219409520000227,0.01701232744744782,179835,0,0.5219409520000227,0.01701232744744782
80,0,81,,0.5219409500000438,0.017012327313213015,6893,0,0.5219409500000438,0.017012327313213015
